player_id,player_name,season,pass_attempts,completions,pass_yards,pass_tds,interceptions,sacks,pass_epa_per_play,pass_total_epa,completion_pct,yards_per_attempt,pass_td_rate,int_rate,carries,rush_yards,rush_tds,explosive_runs,rush_fumbles,rush_epa_per_play,rush_total_epa,yards_per_carry,rush_td_rate,explosive_run_rate,fumble_rate,targets,receptions,rec_yards,rec_tds,explosive_recs,rec_fumbles,air_yards,yac,rec_epa_per_play,rec_total_epa,catch_rate,yards_per_rec,rec_td_rate,explosive_rec_rate,air_yards_per_target,yac_per_rec,games_played,player,position,curr_year_signed,curr_years,curr_value,curr_apy,curr_guaranteed,is_active,curr_apy_cap_pct,curr_inflated_value,curr_inflated_apy,curr_inflated_guaranteed,draft_round,draft_overall,year_end,next_year_signed,next_apy,next_years,next_value,next_guaranteed,next_apy_cap_pct,next_inflated_value,next_inflated_apy,next_inflated_guaranteed
00-0034342,Q.Nelson,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-0.9637770640547387,-0.9637770640547387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Quenton Nelson,LG,2018,4,23.888912,5.972228,23.888912,false,0.034,40.605758,10.151439,40.605758,1,6,2021,2022,20.0,4,80.0,41.0,0.096,115.73487,28.933718,59.314121
00-0030433,M.Gillislee,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,0.0,0,1.0,-0.8861267700813187,-14.178028321301099,2.6875,0.0,0.0,0.0625,1.0,1.0,9.0,0.0,0,0.0,0.0,9.0,0.7660472732968628,0.7660472732968628,1.0,9.0,0.0,0.0,0.0,9.0,4,Mike Gillislee,RB,2018,1,0.85,0.85,0.0,false,0.005,1.444808,1.444808,0.0,5,164,2018,,,,,,,,,
00-0037248,J.Cook,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,1122.0,2.0,33,3.0,-0.030811131249335027,-7.3022381060924015,4.734177215189874,0.008438818565400843,0.13924050632911392,0.012658227848101266,54.0,44.0,445.0,4.0,7,1.0,137.0,398.0,0.3031334360573489,16.36920554709684,0.8148148148148148,10.113636363636363,0.07407407407407407,0.1590909090909091,2.537037037037037,9.045454545454545,17,James Cook,RB,2022,4,5.832064,1.458016,3.096594,false,0.006999999999999999,8.437165,2.109291,4.479799,2,63,2025,2025,11.5,4,46.0,15.28,0.040999999999999995,49.624642,12.40616,16.484011
00-0037012,T.Lance,2021,69.0,41.0,603.0,5.0,2.0,4.0,0.14246569927334826,10.684927445501119,0.5942028985507246,8.73913043478261,0.07246376811594203,0.028985507246376812,39.0,168.0,1.0,4,0.0,-0.04502645745792846,-1.75603184085921,4.3076923076923075,0.02564102564102564,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Trey Lance,QB,2021,4,34.105258,8.526315,34.105258,false,0.047,56.287692,14.071924,56.287692,1,3,2024,2025,2.0,1,2.0,1.5,0.006999999999999999,2.157593,2.157593,1.618195
00-0033936,C.Beathard,2017,218.0,123.0,1430.0,4.0,6.0,19.0,-0.22226571466349526,-54.01056866322935,0.5642201834862385,6.559633027522936,0.01834862385321101,0.027522935779816515,26.0,136.0,3.0,4,0.0,0.26665312897042404,6.932981353231025,5.230769230769231,0.11538461538461539,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,C.J. Beathard,QB,2017,4,3.528646,0.882162,0.706288,false,0.005,6.364241,1.591061,1.273856,3,104,2020,2021,2.5,2,5.0,2.5,0.013999999999999999,8.252055,4.126027,4.126027
00-0034411,R.Gage,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0,0.0,-0.2774710409285035,-1.109884163714014,3.0,0.0,0.0,0.0,74.0,49.0,446.0,1.0,0,0.0,525.0,151.0,0.0916409728551558,6.781431991281528,0.6621621621621622,9.10204081632653,0.013513513513513514,0.0,7.094594594594595,3.0816326530612246,14,Russell Gage,WR,2018,4,2.616192,0.654048,0.156192,false,0.004,4.446936,1.111734,0.265491,6,194,2021,2022,10.0,3,30.0,15.0,0.048,43.400576,14.466859,21.700288
00-0036534,S.Zylstra,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,34.0,0.0,0,0.0,38.0,6.0,-0.774540867070703,-5.421786069494921,0.42857142857142855,11.333333333333334,0.0,0.0,5.428571428571429,2.0,2,Shane Zylstra,TE,2021,1,0.1656,0.1656,0.0,false,0.001,0.273308,0.273308,0.0,,,2021,2022,0.825,1,0.825,0.0,0.004,1.193516,1.193516,0.0
00-0034829,M.Gesicki,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,22.0,202.0,0.0,1,1.0,275.0,96.0,-0.2436877850876411,-7.798009122804515,0.6875,9.181818181818182,0.0,0.045454545454545456,8.59375,4.363636363636363,14,Mike Gesicki,TE,2018,4,6.611924,1.652981,4.149214,false,0.009000000000000001,11.238778,2.809695,7.052727,2,42,2021,2022,10.931,1,10.931,10.931,0.053,15.813723,15.813723,15.813723
00-0033114,M.Thomas,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,93.0,0.0,1,1.0,103.0,29.0,0.31247062567497014,2.187294379724791,0.7142857142857143,18.6,0.0,0.2,14.714285714285714,5.8,4,Mike Thomas,WR,2016,4,2.456068,0.614017,0.116068,false,0.004,4.764395,1.191099,0.225154,6,206,2019,2020,0.85,1,0.85,0.025,0.004,1.291726,1.291726,0.037992
00-0037248,J.Cook,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,507.0,2.0,12,1.0,0.07304354543795055,6.5008755439776,5.696629213483146,0.02247191011235955,0.1348314606741573,0.011235955056179775,32.0,21.0,180.0,1.0,1,0.0,82.0,132.0,0.12102301299283608,3.8727364157707544,0.65625,8.571428571428571,0.03125,0.047619047619047616,2.5625,6.285714285714286,16,James Cook,RB,2022,4,5.832064,1.458016,3.096594,false,0.006999999999999999,8.437165,2.109291,4.479799,2,63,2025,2025,11.5,4,46.0,15.28,0.040999999999999995,49.624642,12.40616,16.484011
00-0036233,D.Peoples-Jones,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,304.0,2.0,4,0.0,344.0,77.0,0.9508647194147509,19.96815910770977,0.6666666666666666,21.714285714285715,0.09523809523809523,0.2857142857142857,16.38095238095238,5.5,7,Donovan Peoples-Jones,WR,2020,4,3.481608,0.870402,0.186608,false,0.004,5.29092,1.32273,0.283584,6,187,2023,2024,1.3,1,1.3,0.125,0.005,1.533125,1.533125,0.147416
00-0028411,D.Inman,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,28.0,304.0,3.0,4,0.0,401.0,58.0,0.6110771197429735,23.832007669975965,0.717948717948718,10.857142857142858,0.07692307692307693,0.14285714285714285,10.282051282051283,2.0714285714285716,8,Dontrelle Inman,WR,2018,1,0.79,0.79,0.0,false,0.004,1.342822,1.342822,0.0,,,2018,2019,1.5,1,1.5,0.3,0.008,2.400638,2.400638,0.480128
00-0033576,E.Saubert,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,16.0,0.0,0,0.0,13.0,7.0,-1.1850808412127662,-4.740323364851065,0.75,5.333333333333333,0.0,0.0,3.25,2.3333333333333335,4,Eric Saubert,TE,2020,1,0.174529,0.174529,0.0,false,0.001,0.265228,0.265228,0.0,5,174,2020,2021,0.99,1,0.99,0.0,0.005,1.633907,1.633907,0.0
00-0032375,J.Kerridge,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0,0.0,3.0,0.0,-0.45988075673813,-0.45988075673813,1.0,3.0,0.0,0.0,3.0,0.0,1,Joe Kerridge,FB,2017,1,0.54,0.54,0.0,false,0.003,0.97394,0.97394,0.0,,,2017,2018,0.63,1,0.63,0.0,0.004,1.070858,1.070858,0.0
00-0028142,V.Green,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,173.0,1.0,3,0.0,71.0,121.0,1.0573153048385089,15.859729572577635,0.8,14.416666666666666,0.06666666666666667,0.25,4.733333333333333,10.083333333333334,11,Virgil Green,TE,2015,3,8.4,2.8,2.5,false,0.02,17.658291,5.886097,5.255444,7,204,2017,2018,2.866667,3,8.6,5.9,0.016,14.618059,4.872687,10.028668
00-0031610,D.Waller,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,55.0,665.0,2.0,13,1.0,918.0,242.0,0.13084343928657838,12.16843985365179,0.5913978494623656,12.090909090909092,0.021505376344086023,0.23636363636363636,9.870967741935484,4.4,11,Darren Waller,TE,2019,4,30.300004,7.575001,3.220004,false,0.04,48.492886,12.123222,5.153375,6,204,2022,2022,17.0,3,51.0,19.25,0.08199999999999999,73.78098,24.59366,27.848703
00-0028011,S.Ridley,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,108.0,1.0,4,0.0,-0.0747268330596853,-1.942897659551818,4.153846153846154,0.038461538461538464,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Stevan Ridley,RB,2017,1,0.775,0.775,0.0,false,0.005,1.397784,1.397784,0.0,3,73,2017,2018,0.79,1,0.79,0.0,0.004,1.342822,1.342822,0.0
00-0032780,J.Howard,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,1313.0,6.0,43,2.0,-0.004201493634888994,-1.0587763959920267,5.2103174603174605,0.023809523809523808,0.17063492063492064,0.007936507936507936,50.0,29.0,298.0,1.0,4,1.0,56.0,284.0,0.15008640698622913,7.504320349311456,0.58,10.275862068965518,0.02,0.13793103448275862,1.12,9.793103448275861,15,Jordan Howard,RB,2016,4,2.588024,0.647006,0.248024,false,0.004,5.02037,1.255092,0.481129,5,150,2019,2020,4.875,2,9.75,4.75,0.025,14.816852,7.408426,7.218466
00-0033111,P.Cooper,2016,0.0,0.0,0.0,0.0,1.0,0.0,-7.610064131906256,-7.610064131906256,NaN,NaN,NaN,inf,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,106.0,0.0,1,0.0,70.0,72.0,-0.9836956091582081,-19.673912183164163,0.7,7.571428571428571,0.0,0.07142857142857142,3.5,5.142857142857143,8,Pharoh Cooper,WR,2016,4,2.894668,0.723667,0.554668,false,0.005,5.615212,1.403803,1.075971,4,117,2019,2019,0.72,1,0.72,0.0,0.004,1.152306,1.152306,0.0
00-0032725,S.Anderson,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,93.0,1.0,0,0.0,75.0,39.0,0.4577030253285912,7.323248405257459,0.6875,8.454545454545455,0.0625,0.0,4.6875,3.5454545454545454,9,Stephen Anderson,TE,2016,3,1.625,0.541667,0.005,false,0.003,3.152251,1.050751,0.009699,,,2018,2018,0.6425,2,1.285,0.005,0.004,2.18421,1.092105,0.008499
00-0033573,S.Gibson,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,48.0,0.0,1,0.0,100.0,0.0,0.07789033511653543,0.23367100534960628,0.3333333333333333,48.0,0.0,1.0,33.333333333333336,0.0,2,Shelton Gibson,WR,2017,4,2.657248,0.664312,0.257248,false,0.004,4.792593,1.198148,0.463971,5,166,2020,2019,0.6525,2,1.305,0.0,0.003,2.088555,1.044277,0.0
00-0027944,J.Jones,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,0.0,0,0.0,-0.7966263364069164,-1.5932526728138328,-1.5,0.0,0.0,0.0,158.0,99.0,1394.0,6.0,21,1.0,1955.0,342.0,0.4156901352684735,65.67904137241881,0.6265822784810127,14.080808080808081,0.0379746835443038,0.21212121212121213,12.373417721518987,3.4545454545454546,15,Julio Jones,WR,2019,3,66.0,22.0,64.0,false,0.11699999999999999,105.628055,35.209352,102.427205,1,6,2021,2022,6.0,1,6.0,6.0,0.028999999999999998,8.680115,8.680115,8.680115
00-0030737,F.Martino,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,3.0,0.0,-2.092099741152769,-2.092099741152769,0.0,NaN,0.0,NaN,3.0,NaN,1,Freddie Martino,WR,2018,1,0.705,0.705,0.0,false,0.004,1.198341,1.198341,0.0,,,2018,,,,,,,,,
00-0033611,R.Seals-Jones,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,34.0,343.0,1.0,5,1.0,680.0,97.0,-0.3823834538081968,-26.38445831276558,0.4927536231884058,10.088235294117647,0.014492753623188406,0.14705882352941177,9.855072463768115,2.8529411764705883,15,Ricky Seals-Jones,TE,2017,3,1.665,0.555,0.007,false,0.003,3.002982,1.000994,0.012625,,,2019,2019,0.645,1,0.645,0.0,0.003,1.032274,1.032274,0.0
00-0033949,J.Dobbs,2020,5.0,4.0,2.0,0.0,0.0,0.0,-0.5246176037122495,-2.6230880185612477,0.8,0.4,0.0,0.0,2.0,20.0,0.0,1,0.0,0.33059932226773703,0.6611986445354741,10.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Joshua Dobbs,QB,2017,4,2.959124,0.739781,0.559124,false,0.004,5.337055,1.334264,1.008432,4,135,2020,2021,1.04,1,1.04,0.05,0.006,1.716427,1.716427,0.082521
00-0035125,A.Ingold,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,1.0,0,2.0,-1.023862992407862,-10.23862992407862,1.7,0.1,0.0,0.2,12.0,11.0,96.0,0.0,1,0.0,15.0,76.0,0.2729468368488597,3.275362042186316,0.9166666666666666,8.727272727272727,0.0,0.09090909090909091,1.25,6.909090909090909,9,Alec Ingold,FB,2023,3,12.2,4.066667,6.08,false,0.018000000000000002,16.346263,5.448755,8.146335,,,2025,2026,3.75,2,7.5,3.56,0.012,7.5,3.75,3.56
00-0036244,C.Parkinson,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,43.0,408.0,8.0,4,1.0,248.0,271.0,0.22423413257347047,12.557111424114346,0.7678571428571429,9.488372093023257,0.14285714285714285,0.09302325581395349,4.428571428571429,6.3023255813953485,14,Colby Parkinson,TE,2024,3,22.5,7.5,10.25,true,0.028999999999999998,26.534847,8.844949,12.088097,4,133,2026,,,,,,,,,
00-0026345,P.Garcon,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,40.0,500.0,0.0,6,0.0,639.0,190.0,0.11521669305532149,7.71951843470654,0.5970149253731343,12.5,0.0,0.15,9.537313432835822,4.75,8,Pierre Garcon,WR,2017,5,47.5,9.5,17.0,false,0.057,85.670659,17.134132,30.661078,6,205,2021,,,,,,,,,
00-0039816,A.Gould,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0,0.0,-2.0,8.0,-0.49491476276307367,-0.9898295255261473,1.0,3.0,0.0,0.0,-1.0,4.0,2,Anthony Gould,WR,2024,4,4.372664,1.093166,0.352664,true,0.004,5.156799,1.2892,0.415906,5,142,2027,,,,,,,,,
00-0033572,J.Agnew,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0,0.0,0.9629074637778103,0.9629074637778103,9.0,0.0,0.0,0.0,2.0,1.0,-2.0,0.0,0,0.0,29.0,1.0,-0.8373494495172054,-1.6746988990344107,0.5,-2.0,0.0,0.0,14.5,1.0,2,Jamal Agnew,CB,2017,4,2.658376,0.664594,0.258376,false,0.004,4.794628,1.198657,0.466005,5,165,2020,2021,4.75,3,14.25,4.0,0.026000000000000002,23.518356,7.839452,6.601644
00-0028292,N.Bellore,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,1.0,1,0.0,2.0,21.0,1.2220100464619463,2.4440200929238927,1.0,11.5,0.5,0.5,1.0,10.5,2,Nick Bellore,FB,2019,1,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,,,2019,2020,1.05,1,1.05,0.0,0.005,1.595661,1.595661,0.0
00-0033854,D.Ogunbowale,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,112.0,0.0,2,0.0,-0.2798494140590992,-8.395482421772975,3.7333333333333334,0.0,0.06666666666666667,0.0,28.0,19.0,198.0,1.0,2,0.0,48.0,168.0,0.20034491942202232,5.609657743816625,0.6785714285714286,10.421052631578947,0.03571428571428571,0.10526315789473684,1.7142857142857142,8.842105263157896,15,Dare Ogunbowale,RB,2024,1,1.5,1.5,0.175,false,0.006,1.76899,1.76899,0.206382,,,2024,2025,1.8,1,1.8,0.75,0.006,1.941834,1.941834,0.809097
00-0036613,J.Waddle,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0,0.0,-0.0358154358327738,-0.1432617433310952,3.0,0.0,0.0,0.0,85.0,58.0,767.0,2.0,12,1.0,827.0,259.0,0.47242167023816106,40.15584197024369,0.6823529411764706,13.224137931034482,0.023529411764705882,0.20689655172413793,9.729411764705882,4.4655172413793105,15,Jaylen Waddle,WR,2024,3,84.75,28.25,35.978546,true,0.111,99.947925,33.315975,42.430454,1,6,2026,,,,,,,,,
00-0038397,E.Hull,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,-1.4869537617778406,-1.4869537617778406,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0,0.0,3.0,3.0,-0.10811814304906875,-0.10811814304906875,1.0,6.0,0.0,0.0,3.0,3.0,1,Evan Hull,RB,2023,4,4.08498,1.021245,0.24498,false,0.005,5.473292,1.368323,0.328238,5,176,2026,2024,0.795,1,0.795,0.0,0.003,0.937565,0.937565,0.0
00-0023500,F.Gore,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,1025.0,4.0,18,2.0,-0.09281120179614945,-24.409346072387304,3.897338403041825,0.015209125475285171,0.06844106463878327,0.0076045627376425855,47.0,38.0,277.0,4.0,1,0.0,1.0,286.0,0.215857751652638,10.145314327673987,0.8085106382978723,7.2894736842105265,0.0851063829787234,0.02631578947368421,0.02127659574468085,7.526315789473684,16,Frank Gore,RB,2015,3,12.0,4.0,6.5,false,0.027999999999999997,25.226131,8.40871,13.664154,3,65,2017,2018,1.105,1,1.105,0.09,0.006,1.878251,1.878251,0.15298
00-0019596,T.Brady,2020,598.0,401.0,4633.0,40.0,12.0,21.0,0.18902940400906376,119.65561273773736,0.6705685618729097,7.747491638795987,0.06688963210702341,0.020066889632107024,30.0,6.0,3.0,0,3.0,-0.6062017298807186,-18.18605189642156,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Tom Brady,QB,2020,2,50.0,25.0,50.0,false,0.126,75.983855,37.991927,75.983855,6,199,2021,2021,25.0,1,25.0,25.0,0.13699999999999998,41.260274,41.260274,41.260274
00-0026158,J.Flacco,2021,42.0,27.0,338.0,3.0,0.0,2.0,0.1430481608285188,6.294119076454827,0.6428571428571429,8.047619047619047,0.07142857142857142,0.0,2.0,3.0,0.0,0,0.0,0.08355355984531343,0.16710711969062686,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Joe Flacco,QB,2021,1,3.5,3.5,3.5,false,0.019,5.776438,5.776438,5.776438,1,18,2021,2022,3.5,1,3.5,2.85,0.017,5.063401,5.063401,4.123055
00-0035719,D.Samuel,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,232.0,3.0,6,3.0,-0.1995655587525107,-8.38175346760545,5.523809523809524,0.07142857142857142,0.14285714285714285,0.07142857142857142,94.0,56.0,632.0,2.0,7,0.0,396.0,493.0,0.09513544503336172,8.942731833136001,0.5957446808510638,11.285714285714286,0.02127659574468085,0.125,4.212765957446808,8.803571428571429,13,Deebo Samuel,WR,2022,3,71.55,23.85,41.0,false,0.115,103.510375,34.503458,59.314121,2,36,2024,,,,,,,,,
00-0033897,J.Mixon,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,1034.0,9.0,27,0.0,-0.07022300356205131,-18.04731191544719,4.023346303501945,0.03501945525291829,0.10505836575875487,0.0,65.0,52.0,376.0,3.0,4,0.0,-114.0,463.0,0.05156086562512505,3.3514562656331286,0.8,7.230769230769231,0.046153846153846156,0.07692307692307693,-1.7538461538461538,8.903846153846153,17,Joe Mixon,RB,2023,2,11.5,5.75,4.128,false,0.026000000000000002,15.408363,7.704181,5.530932,2,48,2024,2024,9.875,2,19.75,13.0,0.039,23.291699,11.64585,15.331245
00-0035208,O.Zaccheaus,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,1,0.0,0.15852416715642903,0.6340966686257161,6.25,0.0,0.25,0.0,66.0,39.0,313.0,2.0,1,0.0,462.0,138.0,-0.05751201048564796,-3.7957926920527654,0.5909090909090909,8.025641025641026,0.030303030303030304,0.02564102564102564,7.0,3.5384615384615383,14,Olamide Zaccheaus,WR,2025,1,1.5,1.5,0.75,false,0.005,1.618195,1.618195,0.809097,,,2025,2026,4.5,1,4.5,2.3,0.015,4.5,4.5,2.3
00-0028434,D.Baldwin,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-8.0,0.0,0,0.0,-1.423472784459591,-2.846945568919182,-4.0,0.0,0.0,0.0,117.0,75.0,991.0,8.0,18,0.0,1476.0,274.0,0.37497627544075973,43.87222422656889,0.6410256410256411,13.213333333333333,0.06837606837606838,0.24,12.615384615384615,3.6533333333333333,16,Doug Baldwin,WR,2016,4,46.0,11.5,12.0,false,0.07400000000000001,89.232949,22.308237,23.278161,,,2019,,,,,,,,,
00-0036326,C.Claypool,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,77.0,1.0,1,0.0,230.0,25.0,-0.6283767406536351,-13.195911553726338,0.38095238095238093,9.625,0.047619047619047616,0.125,10.952380952380953,3.125,7,Chase Claypool,WR,2020,4,6.616636,1.654159,3.892856,false,0.008,10.05515,2.513788,5.915884,2,49,2023,2024,1.225,1,1.225,0.025,0.005,1.444675,1.444675,0.029483
00-0029604,K.Cousins,2022,629.0,424.0,4547.0,29.0,14.0,46.0,0.02950624851181327,20.447830218686597,0.6740858505564388,7.228934817170111,0.046104928457869634,0.022257551669316374,31.0,97.0,2.0,6,2.0,0.03960022067257344,1.2276068408497767,3.129032258064516,0.06451612903225806,0.1935483870967742,0.06451612903225806,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Kirk Cousins,QB,2022,1,35.0,35.0,70.0,false,0.168,50.634006,50.634006,101.268012,4,102,2022,2024,45.0,4,180.0,90.0,0.17600000000000002,212.278778,53.069695,106.139389
00-0030061,Z.Ertz,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0,187.0,1.0,0,0.0,332.0,46.0,-0.3261678565376755,-14.025217831120045,0.627906976744186,6.925925925925926,0.023255813953488372,0.0,7.72093023255814,1.7037037037037037,7,Zach Ertz,TE,2023,1,0.2898,0.2898,0.0,false,0.001,0.388291,0.388291,0.0,2,35,2023,2024,3.0,1,3.0,1.96,0.012,3.53798,3.53798,2.31148
00-0033077,D.Prescott,2021,586.0,410.0,4449.0,37.0,10.0,30.0,0.17168535685382966,108.33346017476651,0.6996587030716723,7.592150170648464,0.06313993174061433,0.017064846416382253,49.0,131.0,1.0,5,8.0,-0.47665148689756043,-23.35592285798046,2.673469387755102,0.02040816326530612,0.10204081632653061,0.16326530612244897,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Dak Prescott,QB,2021,4,160.0,40.0,95.0,false,0.21899999999999997,264.065753,66.016438,156.789041,4,135,2024,2024,60.0,4,240.0,129.0,0.235,283.038371,70.759593,152.133125
